username,following,followers,totaltweets,tweetcreated,retweetcount,text,hashtags
EvaChanda,1362,2833,51390,2021-01-17 16:32:51,69,"Regardless of the PA, Israel flouts its obligation as an occupying power in the West Bank by vaccinating people on one side of the street but not the other based on whether they’re Jewish or Palestinian. Indeed in Area C Israel has sole control under Oslo. https://t.co/9EzPoxbakM https://t.co/ghWP6ueYqw",[]
dasryu,1738,233,23184,2021-01-17 16:32:50,5,UPMC’s own employees spoke out about the company giving vaccines to its non-frontline workers — in some cases people who never see patients — while some unaffiliated frontline health care workers are awaiting theirs. Great work by @Sarah_Boden @WESALiz @kileykoscinski https://t.co/qZaLuntN4N,[]
EzBernardo2517,302,38,1068,2021-01-17 16:32:48,0,"@TaiDecker @sfchronicle If your point is that not all people who reasonably question the effectiveness of vaccines are crazy-ass anti-vaxxers, then sure. But you're the one who insists on siding with people who spread misinformation which has clear negative consequences.",[]
Ronberr27734234,1826,1154,53597,2021-01-17 16:32:47,83,"PCR tests are completely fraudulent.

There is no such thing as ""infectious"" viruses.

Lockdowns, masks, and vaccines are extremely harmful to health.

All of this should be obvious by now to anyone with a functioning brain.",[]
Linda_STLN10,3031,3599,29814,2021-01-17 16:32:47,0,"This shows the % of people being vaccinated, &amp; how many vaccines each state has received.  https://t.co/7j1qyBHlIz",[]
chibicurmudgeon,421,214,10894,2021-01-17 16:32:47,3326,"We're deploying vaccines like we do annual flu shots rather than the mass vaccinations done in Africa &amp; Asia where millions are vaccinated in weeks

Years ago, Joe Rhatigan &amp; I studied these campaigns. They offer several lessons that can inform what we need in the US now

THREAD",[]
sleepyguy510,62,23,2848,2021-01-17 16:32:47,9190,what kind of shithole president lies about having a stockpile of vaccines,[]
TapardeaA,1503,1556,5788,2021-01-17 16:32:46,0,@okelmann It seems we won't receive vaccines a while It's such https://t.co/ByXCyXacAl are schools? Do you think online schooling is as effective as learning in classroom? In Romania is worse,[]
JulieTaylorLan1,4866,4023,15945,2021-01-17 16:32:45,0,@Ian_in_SPACE @sammwittings @Suebrblonde babe they are now with zero evidence suggesting 2nd vaccine mixing vaccines whereby under strict trial rules you should not even mix batches,[]
maryataey,341,433,92498,2021-01-17 16:32:45,36,"#No2MullahsBlackmail
There was never a plan to save the Iranian people from #COVID19 and banning #CovidVaccine by Khamenei is just how the regime in Iran uses silence of int'l community to continue blackmailing as part of their foreign policy 
https://t.co/otn5UbDSjm","[{'text': 'No2MullahsBlackmail', 'indices': [20, 40]}, {'text': 'COVID19', 'indices': [96, 104]}, {'text': 'CovidVaccine', 'indices': [117, 130]}]"
HardikG07073828,2,1,187,2021-01-17 16:32:45,3,@cbseindia29 @DrRPNishank @EduMinOfIndia @DDNewslive Sir please conduct the final examination of class 9 and 11 online. As throughout the year we have studied online. So we are not mentally ready for giving offline exams. #Onlineexamsforclass9thand11th . Please sir look after this matter. Vaccines will not reach us so instantly.,[]
RossNorth5,236,169,2387,2021-01-17 16:32:44,0,"@snodlandmick @NeilClark66 Also correct me if I'm wrong, but none of the available vaccines offer immunity or stop transmission. 

So a vaccinated person will infect same as a non vaccinated person would.",[]
reillyd123,239,11,3158,2021-01-17 16:32:42,0,@TIME In the history of stupidity this Johnson government achieves top place . Lost £22 billion now can’t get us 2 vaccines!. 100000 dead and English Racist Pinocchio Media still Supporting Trump and Johnston!,[]
shafterjay,263,159,969,2021-01-17 16:32:42,0,@KirstieMAllsopp Vaccines don’t end the lockdown,[]
chemdocmommy,675,461,27474,2021-01-17 16:32:42,457,"“We’re inheriting a huge mess here,” Ron Klain, Biden’s WH chief of staff says on @CNNSotu of vaccines.
Says expects US to hit 500,000 covid deaths in February.",[]
MariaelinorMd,813,268,13768,2021-01-17 16:32:40,11,"55 People Died in US After Receiving COVID-19 Vaccines. Deaths have occurred among people receiving both the Moderna and the Pfizer-BioNTech vaccines, according to the reports :
Reporting System https://t.co/pWipxsNNrA via @epochtimes",[]
Cah04_,879,331,154659,2021-01-17 16:32:40,57,"Two vaccines stand before me. Ladies, this is your last chance to impress me and save yourself from elimination. The time has come for you to immunize for our lives. Good luck and don't f*** it up.",[]
DJCre8ives,272,502,94458,2021-01-17 16:32:40,1551,"Does the government know something the WHO, FDA &amp; Pfizer don't - or are they seriously willing to consider gambling with the nation's health by playing fast and loose with Covid vaccines? 

https://t.co/S5FvivAr24",[]
mpetch,138,22,1070,2021-01-17 16:32:39,0,@BillMines51 @anniegirl1138 As well our fed Govt gave us a delivery schedule they can't even keep because they never held vaccines in reserve in case of a problem with manufacturing so what happens... the feds can't even deliver what they promised.,[]
deerhyde,1581,357,104639,2021-01-17 16:32:38,9190,what kind of shithole president lies about having a stockpile of vaccines,[]
slem63,4845,2877,36151,2021-01-17 16:32:38,0,@JohnPurakal @momsrod_janet Outgoing prez took all stockpile of vaccines to sell for much needed cash.,[]
EdTechSean,884,571,3027,2021-01-17 16:32:38,1705,"As more #COVID19 vaccine becomes available, more groups of people will be able to get vaccinated. Even after getting vaccinated, continue to #WearAMask over your nose and mouth, stay 6 feet from others, avoid crowds, and wash your hands. More:  https://t.co/AKnOrVkuRI. #SleeveUp https://t.co/GcSvRyYdbw","[{'text': 'COVID19', 'indices': [20, 28]}]"
lcgresham1222,4994,4017,111237,2021-01-17 16:32:38,9190,what kind of shithole president lies about having a stockpile of vaccines,[]
LizaAntrim,143,76,16183,2021-01-17 16:32:37,1551,"Does the government know something the WHO, FDA &amp; Pfizer don't - or are they seriously willing to consider gambling with the nation's health by playing fast and loose with Covid vaccines? 

https://t.co/S5FvivAr24",[]
Harivij99728693,62,11,1428,2021-01-17 16:32:37,4824,"World’s #LargestVaccineDrive  ever in Bharath. Congratulations to our Scientists, healthcare workers and administration. Vaccines will definitely help mitigate Virus risk substantially but still very important to maintain protocols of non-spread. Blessings. -Sg","[{'text': 'LargestVaccineDrive', 'indices': [24, 44]}]"
o_ukua,208,1543,57335,2021-01-17 16:32:36,11,"Israel exercises exclusive control over Area C of the West Bank, encompassing 60+% of the territory, leaving no excuse not to vaccinate Palestinians living there. But so far it vaccinates only Jewish settlers there while leaving Palestinians to their fate. https://t.co/9EzPoxbakM https://t.co/qs9hdEmskI",[]
bobpulga,1350,615,93955,2021-01-17 16:32:36,14,"Israel has no duty to provide the Palestinian Authority with vaccines under Oslo Accords https://t.co/Ytfgz8tecb

Israel has no duty under IV Geneva Convention, assuming it applies. https://t.co/RfwU89gfH4

False accusations of denying medical care are an anti-Semitic blood libel https://t.co/s85suN1PKn https://t.co/FBC3XE9Pkc",[]
RamshawJanice,562,460,9104,2021-01-17 16:32:36,0,"Very informative. I cannot say I understood every word, as I am not a scientist, however I got a good insight into the comparisons between the Astra Zeneca, Pfizer and Moderna vaccines. Google ‘transverse myelitis’ before you read. https://t.co/IucScWT6wi",[]
padakitty,424,1561,867369,2021-01-17 16:32:35,103,"Vaccines won't change the overall pandemic curve for months, but scaling up vaccinations will greatly reduce deaths. No time to waste.",[]
M4ttmc87,448,644,17937,2021-01-17 16:32:34,4,"The scam isn't the virus, it's real. 

The scam is enforced lockdowns to manage the public into such a state of desperation that ''experimental'' vaccines of limited use will be in popular demand.",[]
AkshayaSays,3475,8861,28656,2021-01-17 16:32:33,1,Israel: Provide Vaccines to Occupied Palestinians https://t.co/DXaacLfEqv,[]
Battersby1888,6358,5809,119591,2021-01-17 16:32:33,2237,"Vaccines may be our way out of this pandemic but they won’t change the social and environmental conditions that gave rise to the virus in the first place. We have to fundamentally change the way we treat animals. Until we do that, we’ll always be at risk from zoonotic viruses.",[]
sierabelize,406,42,6045,2021-01-17 16:32:33,163,"The #coronavirus vaccine is free to everyone in Scotland.

Do not share your bank details with anyone offering you the vaccine for a fee.

Find out more, including how, when and where it will be given, at https://t.co/zCDxnUe63G. https://t.co/pRhvXKso63","[{'text': 'coronavirus', 'indices': [17, 29]}]"
begg843,5371,5275,46195,2021-01-17 16:32:33,141,Thousands of Covid-19 vaccines are ending up in the garbage because of federal and state guidelines. https://t.co/uZbCf0yOG0,[]
AnithaK94865608,2,1,1179,2021-01-17 16:32:32,4824,"World’s #LargestVaccineDrive  ever in Bharath. Congratulations to our Scientists, healthcare workers and administration. Vaccines will definitely help mitigate Virus risk substantially but still very important to maintain protocols of non-spread. Blessings. -Sg","[{'text': 'LargestVaccineDrive', 'indices': [24, 44]}]"
jmpilon,291,138,115066,2021-01-17 16:32:32,3326,"We're deploying vaccines like we do annual flu shots rather than the mass vaccinations done in Africa &amp; Asia where millions are vaccinated in weeks

Years ago, Joe Rhatigan &amp; I studied these campaigns. They offer several lessons that can inform what we need in the US now

THREAD",[]
BlanezChil,358,39,3792,2021-01-17 16:32:32,6,"The public’s trust - especially minority groups - in government, in corporations and in the public health establishments has been abused &amp; squandered over decades (and continues to be). I believe these vaccines are safe &amp; essential but people who feel cautious are not fools.",[]
psibernaut,970,819,58743,2021-01-17 16:32:31,1,"@KirstieMAllsopp ""teeny, tiny risk of harm from the vaccines"". What qualifies you to make such a statement @KirstieMAllsopp? Do you have a medical qualification or a crystal ball?",[]
MargoKowalczyk,2008,1977,107429,2021-01-17 16:32:31,0,"MUST SEE:
Dr. David Martin takes apart the phony story that #Moderna &amp; #Pfizer are delivering ""vaccines."" Product is a medical device as “gene therapy"" admitted by their own patents. #CovidVaccine represents a deceptive business practice. - https://t.co/Ijzz4GQCAW - Game Changer","[{'text': 'Moderna', 'indices': [77, 85]}, {'text': 'Pfizer', 'indices': [92, 99]}]"
Patrici26077567,468,286,27454,2021-01-17 16:32:29,21,"Britain is to get a 4th vaccine 🙄

#Primark are delighted to have been chosen and the sweatshop employees are working round the clock to get the 'miracle' out to the complying public.

One busy beaver said: I'm super excited and it's much easier than making leggings.""
#vaccines","[{'text': 'Primark', 'indices': [51, 59]}]"
HFanbu,462,382,26809,2021-01-17 16:32:29,275,"I'm pro lockdown for the time being given the circumstances of the moment (vaccines here, new variants etc.) but I also worry that when we look back in 5 years we'll discover all sorts of adverse consequences from people being physically/socially isolated from one another.",[]
AMDApaltc,707,2680,13160,2021-01-17 16:32:28,0,Always good to be quoted with @wassdoc on issues around #nursinghomes and #COVID #vaccines. We need to do better. And #AssistedLiving is even worse. #wearepaltc @CALTCM @AMDApaltc #geriatrics https://t.co/YQQdBHNTZw,"[{'text': 'nursinghomes', 'indices': [75, 88]}, {'text': 'COVID', 'indices': [93, 99]}, {'text': 'vaccines', 'indices': [100, 109]}]"
AddressingLife,5643,6439,76203,2021-01-17 16:32:27,67,"Prof @aoifemcl says we're in a worrying place and can't keep rolling the dice without quarantine/enforcement.

Worst case scenarios:
1. Virus runs through population.
2. ICUs overrun.
3. Virus mutates to resist vaccines as it's given more opportunity to evolve.

@VirginMediaNews https://t.co/d9yFSQMcRL",[]
MargoKowalczyk,2008,1977,107429,2021-01-17 16:32:27,2,Dr. David Martin on Experimental mRNA COVID Vaccines: This is NOT a Vaccine! It is a Medical Device https://t.co/tnPv7rdAwj  #mRNA #MedicalDevice,[]
GEzhilarasi4,4,4,195,2021-01-17 16:32:26,4824,"World’s #LargestVaccineDrive  ever in Bharath. Congratulations to our Scientists, healthcare workers and administration. Vaccines will definitely help mitigate Virus risk substantially but still very important to maintain protocols of non-spread. Blessings. -Sg","[{'text': 'LargestVaccineDrive', 'indices': [24, 44]}]"
missamishapatel,214,115,4103,2021-01-17 16:32:24,7079,"Remember when the govt counted 2 gloves in a pair as “two” separate items of PPE?

Well, to be vaccinated against Covid, you need a course of 2 vaccines.

Yet the govt’s official vaccination figs count a single dose as “vaccinated”.

Any chance the press could clarify urgently?",[]
